id,zona,pais,tipo_prod,presentacion,prioridad,fecha_ped,id_ped,fecha_env,unids,precio_unit,cost_unit,venta_total,cost_total
A1082,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Baja,24/09/2022,565477311,19/10/2022,5611,38.78,31.79,217594.58,178373.69
A1083,Europa,Romania,Bebida Bolt,Fresa,Alta,15/02/2021,572249782,15/02/2021,6122,49.63,31.79,303834.86,194618.38
A1084,America Del Sur,Bolivia,Bebida Bolt,Naranja,Media,12/01/2021,574051368,26/01/2021,7177,38.78,31.79,278324.06,228156.83
A1085,Centroamerica y Caribe,Costa Rica,Bebida Bolt,Nuevo Mango,Baja,22/08/2021,579580581,8/09/2021,7041,49.63,31.79,349444.83,223833.39
A1086,America Del Norte,Canadá,Bebida Bolt,Fresa,Alta,6/12/2021,583977258,20/01/2022,5975,47.45,31.79,283513.75,189945.25
A1087,Centroamerica y Caribe,Grenada,Bebida Bolt,Naranja,Baja,18/05/2022,623535764,29/05/2022,5419,49.63,31.79,268944.97,172270.01
A1088,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Critica,20/07/2023,632386195,8/09/2023,5487,38.78,31.79,212785.86,174431.73
A1089,Europa,Austria,Bebida Bolt,Fresa,Media,26/10/2022,632866847,9/11/2022,5604,49.63,31.79,278126.52,178151.16
A109,Asia,Brunei,Bebida Bolt,Nuevo Mango,Baja,12/07/2022,271128261,14/08/2022,1681,51.2,31.79,86067.2,53438.99
A1090,America Del Sur,Colombia,Bebida Bolt,Uva,Alta,24/04/2021,643387544,17/05/2021,6389,38.78,31.79,247765.42,203106.31
A1091,Europa,Liechtenstein,Bebida Bolt,Fresa,Media,22/04/2022,670916020,29/04/2022,6785,49.63,31.79,336739.55,215695.15
A1092,Europa,Spain,Bebida Bolt,Uva,Alta,2/08/2023,679107701,4/08/2023,6941,49.63,31.79,344481.83,220654.39
A1093,America Del Norte,Canadá,Bebida Bolt,Naranja,Media,19/01/2022,695057189,2/02/2022,6839,47.45,31.79,324510.55,217411.81
A1094,Asia,China,Bebida Bolt,Nuevo Mango,Baja,19/07/2022,707739102,25/07/2022,6702,51.2,31.79,343142.4,213056.58
A1095,America Del Sur,Colombia,Bebida Bolt,Fresa,Critica,17/02/2021,727281463,7/04/2021,6397,38.78,31.79,248075.66,203360.63
A1096,America Del Sur,Colombia,Bebida Bolt,Naranja,Alta,5/11/2022,731539952,6/11/2022,6004,38.78,31.79,232835.12,190867.16
A1097,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Baja,25/03/2021,813131034,28/03/2021,5682,38.78,31.79,220347.96,180630.78
A1098,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Baja,8/07/2021,814142549,11/08/2021,4391,47.45,31.79,208352.95,139589.89
A1099,Centroamerica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Nuevo Mango,Alta,2/08/2022,829201543,12/08/2022,3797,49.63,31.79,188445.11,120706.63
A110,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,12/11/2020,289702451,25/11/2020,5117,38.78,31.79,198437.26,162669.43
A1100,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,2/08/2023,830754220,4/08/2023,4308,49.63,31.79,213806.04,136951.32
A1101,Europa,Austria,Bebida Bolt,Fresa,Critica,29/03/2021,838085019,17/04/2021,4391,49.63,31.79,217925.33,139589.89
A1102,Centroamerica y Caribe,Guatemala,Bebida Bolt,Uva,Critica,20/11/2022,852058255,25/11/2022,4068,49.63,31.79,201894.84,129321.72
A1103,Europa,Hungary,Bebida Bolt,Naranja,Baja,21/07/2023,868652760,4/09/2023,3992,49.63,31.79,198122.96,126905.68
A1104,Asia,Thailand,Bebida Bolt,Nuevo Mango,Baja,20/10/2022,879757964,24/11/2022,4118,51.2,31.79,210841.6,130911.22
A1105,Europa,Romania,Bebida Bolt,Fresa,Baja,26/09/2022,890339171,6/11/2022,4649,49.63,31.79,230729.87,147791.71
A1106,Europa,Poland,Bebida Bolt,Fresa,Critica,22/01/2023,892692220,5/02/2023,5383,49.63,31.79,267158.29,171125.57
A1107,Centroamerica y Caribe,Haiti,Bebida Bolt,Naranja,Baja,20/02/2022,897720181,27/02/2022,5360,49.63,31.79,266016.8,170394.4
A1108,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,4/02/2023,914382064,3/03/2023,4156,38.78,31.79,161169.68,132119.24
A1109,Asia,Uzbekistan,Bebida Bolt,Fresa,Critica,23/07/2023,917417895,25/07/2023,3118,51.2,31.79,159641.6,99121.22
A111,Europa,Switzerland,Bebida Bolt,Naranja,Alta,16/11/2020,305997836,17/12/2020,7148,49.63,31.79,354755.24,227234.92
A1110,Centroamerica y Caribe,Belize,Bebida Bolt,Uva,Media,28/12/2022,927084577,11/01/2023,3043,49.63,31.79,151024.09,96736.97
A1111,America Del Sur,Argentina,Bebida Bolt,Fresa,Baja,28/03/2021,938801753,8/04/2021,3137,38.78,31.79,121652.86,99725.23
A1112,Asia,Nepal,Bebida Bolt,Uva,Baja,5/11/2022,939389693,12/11/2022,3691,51.2,31.79,188979.2,117336.89
A1113,America Del Norte,Canadá,Bebida Bolt,Naranja,Media,16/02/2021,939460504,18/02/2021,4071,47.45,31.79,193168.95,129417.09
A1114,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,31/10/2021,940079343,12/12/2021,4018,38.78,31.79,155818.04,127732.22
A1115,America Del Sur,Argentina,Bebida Bolt,Fresa,Alta,29/07/2022,941685664,17/09/2022,3659,38.78,31.79,141896.02,116319.61
A1116,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,26/04/2021,945736443,17/05/2021,3523,38.78,31.79,136621.94,111996.17
A1117,Asia,Philippines,Bebida Bolt,Nuevo Mango,Critica,23/05/2023,961049926,6/06/2023,3789,51.2,31.79,193996.8,120452.31
A1118,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,16/05/2023,967345178,26/06/2023,3797,49.63,31.79,188445.11,120706.63
A1119,America Del Norte,Canada,Bebida Bolt,Nuevo Mango,Media,7/10/2021,967977750,19/11/2021,4776,47.45,31.79,226621.2,151829.04
A112,Australia y Oceania,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,17/02/2022,310959708,21/03/2022,2698,49.63,31.79,133901.74,85769.42
A1120,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Critica,23/02/2022,115831792,16/03/2022,5083,38.78,31.79,197118.74,161588.57
A1121,Asia,South Korea,Bebida Bolt,Fresa,Alta,25/05/2021,116113746,8/06/2021,4741,51.2,31.79,242739.2,150716.39
A1122,Europa,Sweden,Bebida Bolt,Uva,Baja,14/04/2023,121176040,29/04/2023,4860,49.63,31.79,241201.8,154499.4
A1123,America Del Norte,Canadá,Bebida Bolt,Naranja,Media,21/09/2022,121239984,20/10/2022,5353,47.45,31.79,253999.85,170171.87
A1124,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Alta,17/04/2021,128816258,18/04/2021,5572,47.45,31.79,264391.4,177133.88
A1125,America Del Sur,Bolivia,Bebida Bolt,Fresa,Baja,15/03/2021,136167657,28/03/2021,6721,38.78,31.79,260640.38,213660.59
A1126,Europa,Macedonia,Bebida Bolt,Uva,Baja,9/01/2022,144708669,9/02/2022,7557,49.63,31.79,375053.91,240237.03
A1127,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,10/10/2021,146849286,30/10/2021,8001,38.78,31.79,310278.78,254351.79
A1128,Europa,Poland,Bebida Bolt,Nuevo Mango,Media,22/08/2022,150160205,29/08/2022,7977,49.63,31.79,395898.51,253588.83
A1129,Centroamerica y Caribe,Guatemala,Bebida Bolt,Fresa,Alta,30/07/2021,152694785,23/08/2021,7133,49.63,31.79,354010.79,226758.07
A113,Centroamerica y Caribe,Panama,Bebida Bolt,Fresa,Baja,31/12/2022,314270627,19/01/2023,8554,49.63,31.79,424535.02,271931.66
A1130,Asia,Indonesia,Bebida Bolt,Naranja,Baja,18/06/2022,152819240,23/07/2022,6288,51.2,31.79,321945.6,199895.52
A1131,Asia,Taiwan,Bebida Bolt,Nuevo Mango,Media,25/01/2023,156183803,4/03/2023,5647,51.2,31.79,289126.4,179518.13
A1132,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Alta,20/04/2021,160264194,4/05/2021,4814,47.45,31.79,228424.3,153037.06
A1133,Europa,Norway,Bebida Bolt,Nuevo Mango,Baja,11/05/2023,162745130,26/05/2023,4669,49.63,31.79,231722.47,148427.51
A1134,Europa,Germany,Bebida Bolt,Nuevo Mango,Media,10/01/2022,187923991,21/02/2022,4616,49.63,31.79,229092.08,146742.64
A1135,Centroamerica y Caribe,The Bahamas,Bebida Bolt,Fresa,Baja,16/03/2022,193923556,27/03/2022,4677,49.63,31.79,232119.51,148681.83
A1136,America Del Sur,Colombia,Bebida Bolt,Uva,Media,19/03/2023,200081908,19/03/2023,5434,38.78,31.79,210730.52,172746.86
A1137,Asia,India,Bebida Bolt,Naranja,Alta,5/01/2022,203154218,18/01/2022,5790,51.2,31.79,296448,184064.1
A1138,Europa,Germany,Bebida Bolt,Nuevo Mango,Alta,11/10/2022,207990348,27/10/2022,7628,49.63,31.79,378577.64,242494.12
A1139,Europa,Greece,Bebida Bolt,Fresa,Media,23/08/2022,211913239,3/09/2022,7811,49.63,31.79,387659.93,248311.69
A114,America Del Norte,Greenland,Bebida Bolt,Uva,Critica,11/01/2022,335351932,20/02/2022,7609,47.45,31.79,361047.05,241890.11
A1140,Europa,Georgia,Bebida Bolt,Uva,Alta,3/05/2022,246557939,21/06/2022,8082,49.63,31.79,401109.66,256926.78
A1141,America Del Sur,Argentina,Bebida Bolt,Naranja,Alta,9/11/2022,271128261,12/12/2022,7770,38.78,31.79,301320.6,247008.3
A1142,Australia y Oceania,Papua New Guinea,Bebida Bolt,Nuevo Mango,Alta,12/03/2021,289702451,25/03/2021,7300,49.63,31.79,362299,232067
A1143,Europa,Cyprus,Bebida Bolt,Fresa,Critica,16/03/2021,305997836,16/04/2021,6976,49.63,31.79,346218.88,221767.04
A1144,Asia,Taiwan,Bebida Bolt,Naranja,Critica,17/06/2022,310959708,19/07/2022,6789,51.2,31.79,347596.8,215822.31
A1145,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,30/04/2023,314270627,19/05/2023,6450,49.63,31.79,320113.5,205045.5
A1146,America Del Sur,Colombia,Bebida Bolt,Fresa,Alta,11/05/2022,335351932,20/06/2022,5348,38.78,31.79,207395.44,170012.92
A1147,Europa,Cyprus,Bebida Bolt,Uva,Media,8/04/2023,336541545,25/05/2023,5348,49.63,31.79,265421.24,170012.92
A1148,Europa,Italy,Bebida Bolt,Naranja,Baja,6/01/2023,345530164,14/01/2023,5483,49.63,31.79,272121.29,174304.57
A1149,Australia y Oceania,Fiji,Bebida Bolt,Nuevo Mango,Baja,3/04/2022,345889794,1/05/2022,5957,49.63,31.79,295645.91,189373.03
A115,Centroamerica y Caribe,Jamaica,Bebida Bolt,Fresa,Alta,9/12/2022,336541545,25/01/2023,8227,49.63,31.79,408306.01,261536.33
A1150,Europa,San Marino,Bebida Bolt,Fresa,Media,23/03/2023,351650750,15/04/2023,6033,49.63,31.79,299417.79,191789.07
A1151,America Del Sur,Bolivia,Bebida Bolt,Naranja,Alta,31/05/2022,372393023,19/06/2022,7501,38.78,31.79,290888.78,238456.79
A1151,America Del Sur,Colombia,Bebida Bolt,Uva,Alta,31/05/2022,372393023,19/06/2022,6058,38.78,31.79,234929.24,192583.82
A1152,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,14/10/2022,395414102,11/11/2022,7678,38.78,31.79,297752.84,244083.62
A1153,Asia,Brunei,Bebida Bolt,Nuevo Mango,Baja,29/11/2022,401447999,4/12/2022,7111,51.2,31.79,364083.2,226058.69
A1154,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Baja,11/01/2021,422283828,31/01/2021,4843,38.78,31.79,187811.54,153958.97
A1155,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Alta,26/06/2022,422620713,12/07/2022,4277,49.63,31.79,212267.51,135965.83
A1156,Australia y Oceania,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,17/11/2020,435887134,26/12/2020,3561,49.63,31.79,176732.43,113204.19
A1157,Europa,Spain,Bebida Bolt,Fresa,Baja,22/09/2022,469912993,29/10/2022,3538,49.63,31.79,175590.94,112473.02
A1158,America Del Norte,Greenland,Bebida Bolt,Uva,Critica,29/10/2021,477304303,30/10/2021,3765,47.45,31.79,178649.25,119689.35
A1159,Europa,Spain,Bebida Bolt,Fresa,Alta,22/05/2021,494225394,1/07/2021,3763,49.63,31.79,186757.69,119625.77
A116,Europa,Belarus,Bebida Bolt,Uva,Alta,8/09/2022,345530164,16/09/2022,8910,49.63,31.79,442203.3,283248.9
A1160,Europa,Belarus,Bebida Bolt,Naranja,Alta,15/01/2023,506900441,15/01/2023,3614,49.63,31.79,179362.82,114889.06
A1161,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,28/10/2022,516876542,28/11/2022,3734,38.78,31.79,144804.52,118703.86
A1162,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Baja,10/02/2022,521885192,26/02/2022,3885,49.63,31.79,192812.55,123504.15
A1163,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,18/06/2022,526523911,23/07/2022,3663,38.78,31.79,142051.14,116446.77
A1164,Europa,Italy,Bebida Bolt,Nuevo Mango,Alta,4/09/2021,536287581,4/10/2021,3328,49.63,31.79,165168.64,105797.12
A1165,Europa,Finland,Bebida Bolt,Fresa,Critica,20/12/2020,540352094,4/01/2021,2931,49.63,31.79,145465.53,93176.49
A1166,America Del Norte,Mexico,Bebida Bolt,Uva,Media,23/09/2022,540324628,1/11/2022,2860,47.45,31.79,135707,90919.4
A1167,Asia,Japan,Bebida Bolt,Fresa,Media,21/09/2021,562583100,31/10/2021,3254,51.2,31.79,166604.8,103444.66
A1168,America Del Sur,Argentina,Bebida Bolt,Uva,Baja,4/10/2022,565477311,29/10/2022,4381,38.78,31.79,169895.18,139271.99
A1169,America Del Sur,Colombia,Bebida Bolt,Naranja,Baja,25/02/2021,572249782,25/02/2021,5570,38.78,31.79,216004.6,177070.3
A117,America Del Sur,Bolivia,Bebida Bolt,Naranja,Media,4/12/2021,345889794,1/01/2022,7193,38.78,31.79,278944.54,228665.47
A1170,Europa,Romania,Bebida Bolt,Nuevo Mango,Alta,22/01/2021,574051368,5/02/2021,6258,49.63,31.79,310584.54,198941.82
A1171,America Del Sur,Paraguay,Bebida Bolt,Fresa,Media,1/09/2021,579580581,18/09/2021,6429,38.78,31.79,249316.62,204377.91
A1172,Europa,Spain,Bebida Bolt,Naranja,Baja,16/12/2021,583977258,30/01/2022,6808,49.63,31.79,337881.04,216426.32
A1173,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Alta,28/05/2022,623535764,8/06/2022,6802,47.45,31.79,322754.9,216235.58
A1174,Europa,Spain,Bebida Bolt,Fresa,Baja,30/07/2023,632386195,18/09/2023,6521,49.63,31.79,323637.23,207302.59
A1175,America Del Sur,Paraguay,Bebida Bolt,Naranja,Critica,5/11/2022,632866847,19/11/2022,6463,38.78,31.79,250635.14,205458.77
A1176,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,4/05/2021,643387544,27/05/2021,5971,49.63,31.79,296340.73,189818.09
A1177,America Del Sur,Argentina,Bebida Bolt,Fresa,Alta,2/05/2022,670916020,9/05/2022,4573,38.78,31.79,177340.94,145375.67
A1178,Europa,Liechtenstein,Bebida Bolt,Uva,Media,12/08/2023,679107701,14/08/2023,4979,49.63,31.79,247107.77,158282.41
A1179,Europa,Spain,Bebida Bolt,Fresa,Alta,29/01/2022,695057189,12/02/2022,5757,49.63,31.79,285719.91,183015.03
A118,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Baja,23/11/2022,351650750,16/12/2022,2382,49.63,31.79,118218.66,75723.78
A1180,America Del Norte,Canadá,Bebida Bolt,Uva,Media,29/07/2022,707739102,4/08/2022,5853,47.45,31.79,277724.85,186066.87
A1181,Asia,China,Bebida Bolt,Naranja,Baja,27/02/2021,727281463,17/04/2021,6113,51.2,31.79,312985.6,194332.27
A1182,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Critica,15/11/2022,731539952,16/11/2022,6132,38.78,31.79,237798.96,194936.28
A1183,America Del Sur,Colombia,Bebida Bolt,Fresa,Alta,4/04/2021,813131034,7/04/2021,6059,38.78,31.79,234968.02,192615.61
A1184,America Del Sur,Colombia,Bebida Bolt,Naranja,Baja,18/07/2021,814142549,21/08/2021,5154,38.78,31.79,199872.12,163845.66
A1185,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Baja,12/08/2022,829201543,22/08/2022,4704,47.45,31.79,223204.8,149540.16
A1186,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,12/08/2023,830754220,14/08/2023,4523,49.63,31.79,224476.49,143786.17
A1187,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,8/04/2021,838085019,27/04/2021,4419,49.63,31.79,219314.97,140480.01
A1188,Europa,Austria,Bebida Bolt,Nuevo Mango,Critica,30/11/2022,852058255,5/12/2022,5292,49.63,31.79,262641.96,168232.68
A1189,Europa,Spain,Bebida Bolt,Fresa,Critica,31/07/2023,868652760,14/09/2023,5212,49.63,31.79,258671.56,165689.48
A119,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,31/01/2022,372393023,19/02/2022,3703,38.78,31.79,143602.34,117718.37
A1190,Europa,Hungary,Bebida Bolt,Uva,Baja,30/10/2022,879757964,4/12/2022,5147,49.63,31.79,255445.61,163623.13
A1191,Asia,Thailand,Bebida Bolt,Naranja,Baja,6/10/2022,890339171,16/11/2022,5066,51.2,31.79,259379.2,161048.14
A1192,Europa,Romania,Bebida Bolt,Nuevo Mango,Baja,1/02/2023,892692220,15/02/2023,5188,49.63,31.79,257480.44,164926.52
A1193,Europa,Poland,Bebida Bolt,Fresa,Critica,2/03/2022,897720181,9/03/2022,5133,49.63,31.79,254750.79,163178.07
A1194,Europa,Spain,Bebida Bolt,Naranja,Baja,14/02/2023,914382064,13/03/2023,4500,49.63,31.79,223335,143055
A1195,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,2/08/2023,917417895,4/08/2023,2936,38.78,31.79,113858.08,93335.44
A1196,Asia,Uzbekistan,Bebida Bolt,Fresa,Critica,7/01/2023,927084577,21/01/2023,2913,51.2,31.79,149145.6,92604.27
A1197,Europa,Spain,Bebida Bolt,Naranja,Media,7/04/2021,938801753,18/04/2021,3209,49.63,31.79,159262.67,102014.11
A1198,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,15/11/2022,939389693,22/11/2022,4631,38.78,31.79,179590.18,147219.49
A1199,Asia,Nepal,Bebida Bolt,Fresa,Baja,26/02/2021,939460504,28/02/2021,4658,51.2,31.79,238489.6,148077.82
A120,Europa,Italy,Bebida Bolt,Naranja,Alta,16/06/2022,395414102,14/07/2022,7552,49.63,31.79,374805.76,240078.08
A1200,America Del Norte,Canadá,Bebida Bolt,Uva,Media,10/11/2021,940079343,22/12/2021,4501,47.45,31.79,213572.45,143086.79
A1201,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,8/08/2022,941685664,27/09/2022,4491,38.78,31.79,174160.98,142768.89
A1202,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,6/05/2021,945736443,27/05/2021,4575,38.78,31.79,177418.5,145439.25
A1203,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,2/06/2023,961049926,16/06/2023,4623,38.78,31.79,179279.94,146965.17
A1204,Asia,Philippines,Bebida Bolt,Nuevo Mango,Critica,26/05/2023,967345178,6/07/2023,4923,51.2,31.79,252057.6,156502.17
A1205,Europa,Portugal,Bebida Bolt,Fresa,Media,17/10/2021,967977750,29/11/2021,6271,49.63,31.79,311229.73,199355.09
A1206,America Del Norte,Canada,Bebida Bolt,Naranja,Media,5/03/2022,115831792,26/03/2022,7211,47.45,31.79,342161.95,229237.69
A1207,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Critica,4/06/2021,116113746,18/06/2021,7296,38.78,31.79,282938.88,231939.84
A1208,Asia,South Korea,Bebida Bolt,Nuevo Mango,Alta,24/04/2023,121176040,9/05/2023,6525,51.2,31.79,334080,207429.75
A1209,Europa,Sweden,Bebida Bolt,Nuevo Mango,Baja,1/10/2022,121239984,30/10/2022,6206,49.63,31.79,308003.78,197288.74
A121,Europa,Finland,Bebida Bolt,Nuevo Mango,Critica,1/08/2022,401447999,6/08/2022,2314,49.63,31.79,114843.82,73562.06
A1210,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Media,27/04/2021,128816258,28/04/2021,5990,47.45,31.79,284225.5,190422.1
A1211,America Del Norte,Canadá,Bebida Bolt,Fresa,Alta,25/03/2021,136167657,7/04/2021,6148,47.45,31.79,291722.6,195444.92
A1212,America Del Sur,Paraguay,Bebida Bolt,Uva,Baja,19/01/2022,144708669,19/02/2022,6424,38.78,31.79,249122.72,204218.96
A1213,Europa,Macedonia,Bebida Bolt,Naranja,Baja,20/10/2021,146849286,9/11/2021,6522,49.63,31.79,323686.86,207334.38
A1214,America Del Sur,Chile,Bebida Bolt,Nuevo Mango,Critica,1/09/2022,150160205,8/09/2022,6835,38.78,31.79,265061.3,217284.65
A1215,Europa,Poland,Bebida Bolt,Fresa,Media,9/08/2021,152694785,2/09/2021,7174,49.63,31.79,356045.62,228061.46
A1216,Europa,Spain,Bebida Bolt,Naranja,Alta,28/06/2022,152819240,2/08/2022,6928,49.63,31.79,343836.64,220241.12
A1217,Asia,Indonesia,Bebida Bolt,Nuevo Mango,Baja,4/02/2023,156183803,14/03/2023,6845,51.2,31.79,350464,217602.55
A1218,Asia,Taiwan,Bebida Bolt,Fresa,Media,30/04/2021,160264194,14/05/2021,6131,51.2,31.79,313907.2,194904.49
A1219,America Del Norte,Canadá,Bebida Bolt,Uva,Alta,21/05/2023,162745130,5/06/2023,5158,47.45,31.79,244747.1,163972.82
A122,America Del Norte,Mexico,Bebida Bolt,Nuevo Mango,Media,13/09/2020,422283828,3/10/2020,5934,47.45,31.79,281568.3,188641.86
A1220,Europa,Norway,Bebida Bolt,Naranja,Baja,20/01/2022,187923991,3/03/2022,4581,49.63,31.79,227355.03,145629.99
A1221,Europa,Germany,Bebida Bolt,Fresa,Media,26/03/2022,193923556,6/04/2022,4484,49.63,31.79,222540.92,142546.36
A1222,Europa,Spain,Bebida Bolt,Naranja,Baja,29/03/2023,200081908,29/03/2023,4163,49.63,31.79,206609.69,132341.77
A1223,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,15/01/2022,203154218,28/01/2022,3867,38.78,31.79,149962.26,122931.93
A1224,Asia,India,Bebida Bolt,Fresa,Alta,21/10/2022,207990348,6/11/2022,4966,51.2,31.79,254259.2,157869.14
A1225,Europa,Germany,Bebida Bolt,Naranja,Alta,2/09/2022,211913239,13/09/2022,5618,49.63,31.79,278821.34,178596.22
A1226,Europa,Greece,Bebida Bolt,Nuevo Mango,Media,13/05/2022,246557939,1/07/2022,6807,49.63,31.79,337831.41,216394.53
A1227,Europa,Georgia,Bebida Bolt,Fresa,Alta,19/11/2022,271128261,22/12/2022,7236,49.63,31.79,359122.68,230032.44
A1228,America Del Sur,Bolivia,Bebida Bolt,Uva,Alta,22/03/2021,289702451,4/04/2021,7112,38.78,31.79,275803.36,226090.48
A1229,Australia y Oceania,Papua New Guinea,Bebida Bolt,Fresa,Alta,26/03/2021,305997836,26/04/2021,7084,49.63,31.79,351578.92,225200.36
A123,Asia,Japan,Bebida Bolt,Nuevo Mango,Media,26/02/2022,422620713,14/03/2022,1754,51.2,31.79,89804.8,55759.66
A1230,Europa,Cyprus,Bebida Bolt,Uva,Critica,27/06/2022,310959708,29/07/2022,7392,49.63,31.79,366864.96,234991.68
A1231,Asia,Taiwan,Bebida Bolt,Naranja,Critica,10/05/2023,314270627,29/05/2023,7324,51.2,31.79,374988.8,232829.96
A1232,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,21/05/2022,335351932,30/06/2022,7230,49.63,31.79,358824.9,229841.7
A1233,America Del Sur,Bolivia,Bebida Bolt,Fresa,Alta,18/04/2023,336541545,4/06/2023,6979,38.78,31.79,270645.62,221862.41
A1234,Europa,Cyprus,Bebida Bolt,Naranja,Media,16/01/2023,345530164,24/01/2023,5270,49.63,31.79,261550.1,167533.3
A1235,Europa,Italy,Bebida Bolt,Nuevo Mango,Baja,13/04/2022,345889794,11/05/2022,4628,49.63,31.79,229687.64,147124.12
A1236,Australia y Oceania,Fiji,Bebida Bolt,Nuevo Mango,Baja,2/04/2023,351650750,25/04/2023,4923,49.63,31.79,244328.49,156502.17
A1237,Europa,San Marino,Bebida Bolt,Nuevo Mango,Media,10/06/2022,372393023,29/06/2022,5961,49.63,31.79,295844.43,189500.19
A1238,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Alta,24/10/2022,395414102,21/11/2022,6233,38.78,31.79,241715.74,198147.07
A1239,America Del Sur,Bolivia,Bebida Bolt,Fresa,Media,9/12/2022,401447999,14/12/2022,7156,38.78,31.79,277509.68,227489.24
A124,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,20/07/2020,435887134,28/08/2020,4298,38.78,31.79,166676.44,136633.42
A1240,Asia,Brunei,Bebida Bolt,Uva,Baja,21/01/2021,422283828,10/02/2021,6105,51.2,31.79,312576,194077.95
A1241,America Del Sur,Argentina,Bebida Bolt,Naranja,Baja,6/07/2022,422620713,22/07/2022,4584,38.78,31.79,177767.52,145725.36
A1242,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Alta,27/11/2020,435887134,5/01/2021,3943,49.63,31.79,195691.09,125347.97
A1243,Australia y Oceania,Tuvalu,Bebida Bolt,Fresa,Baja,2/10/2022,469912993,8/11/2022,3555,49.63,31.79,176434.65,113013.45
A1244,Europa,Spain,Bebida Bolt,Naranja,Baja,8/11/2021,477304303,9/11/2021,3559,49.63,31.79,176633.17,113140.61
A1245,America Del Norte,Greenland,Bebida Bolt,Nuevo Mango,Critica,1/06/2021,494225394,11/07/2021,3765,47.45,31.79,178649.25,119689.35
A1246,Europa,Spain,Bebida Bolt,Fresa,Alta,25/01/2023,506900441,25/01/2023,3709,49.63,31.79,184077.67,117909.11
A1247,Europa,Belarus,Bebida Bolt,Uva,Alta,7/11/2022,516876542,8/12/2022,3708,49.63,31.79,184028.04,117877.32
A1248,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,20/02/2022,521885192,8/03/2022,3776,38.78,31.79,146433.28,120039.04
A1249,Europa,Switzerland,Bebida Bolt,Fresa,Baja,28/06/2022,526523911,2/08/2022,3782,49.63,31.79,187700.66,120229.78
A125,America Del Sur,Bolivia,Bebida Bolt,Fresa,Baja,25/05/2022,469912993,1/07/2022,7306,38.78,31.79,283326.68,232257.74
A1250,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,14/09/2021,536287581,14/10/2021,3464,38.78,31.79,134333.92,110120.56
A1251,Europa,Italy,Bebida Bolt,Nuevo Mango,Alta,30/12/2020,540352094,14/01/2021,3118,49.63,31.79,154746.34,99121.22
A1252,Europa,Finland,Bebida Bolt,Fresa,Critica,3/10/2022,540324628,11/11/2022,2896,49.63,31.79,143728.48,92063.84
A1253,America Del Norte,Mexico,Bebida Bolt,Uva,Media,1/10/2021,562583100,10/11/2021,3122,47.45,31.79,148138.9,99248.38
A1254,Asia,Japan,Bebida Bolt,Fresa,Media,14/10/2022,565477311,8/11/2022,3975,51.2,31.79,203520,126365.25
