ID;Zona;Pais;Tipo de producto;Sabor;Prioridad;Fecha pedido;ID Pedido;Fecha envio;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
A1082;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Baja;24/09/2022;565477311;19/10/2022;5611;47.45;31.79;266241.95;178373.69
A1083;Europa;Romania;Bebida Bolt;Fresa;Alta;15/02/2021;572249782;15/02/2021;6122;47.45;31.79;290488.9;194618.38
A1084;America Del Sur;Bolivia;Bebida Bolt;Naranja;Media;12/01/2021;574051368;26/01/2021;7177;47.45;31.79;340548.65;228156.83
A1085;Centroamerica y Caribe;Costa Rica;Bebida Bolt;Nuevo Mango;Baja;22/08/2021;579580581;8/09/2021;7041;47.45;31.79;334095.45;223833.39
A1086;America Del Norte;Canadá;Bebida Bolt;Fresa;Alta;6/12/2021;583977258;20/01/2022;5975;47.45;31.79;283513.75;189945.25
A1087;Centroamerica y Caribe;Grenada;Bebida Bolt;Naranja;Baja;18/05/2022;623535764;29/05/2022;5419;47.45;31.79;257131.55;172270.01
A1088;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Critica;20/07/2023;632386195;8/09/2023;5487;47.45;31.79;260358.15;174431.73
A1089;Europa;Austria;Bebida Bolt;Fresa;Media;26/10/2022;632866847;9/11/2022;5604;47.45;31.79;265909.8;178151.16
A109;Asia;Brunei;Bebida Bolt;Nuevo Mango;Baja;12/07/2022;271128261;14/08/2022;1681;47.45;31.79;79763.45;53438.99
A1090;America Del Sur;Colombia;Bebida Bolt;Uva;Alta;24/04/2021;643387544;17/05/2021;6389;47.45;31.79;303158.05;203106.31
A1091;Europa;Liechtenstein;Bebida Bolt;Fresa;Media;22/04/2022;670916020;29/04/2022;6785;47.45;31.79;321948.25;215695.15
A1092;Europa;Spain;Bebida Bolt;Uva;Alta;2/08/2023;679107701;4/08/2023;6941;47.45;31.79;329350.45;220654.39
A1093;America Del Norte;Canadá;Bebida Bolt;Naranja;Media;19/01/2022;695057189;2/02/2022;6839;47.45;31.79;324510.55;217411.81
A1094;Asia;China;Bebida Bolt;Nuevo Mango;Baja;19/07/2022;707739102;25/07/2022;6702;47.45;31.79;318009.9;213056.58
A1095;America Del Sur;Colombia;Bebida Bolt;Fresa;Critica;17/02/2021;727281463;7/04/2021;6397;47.45;31.79;303537.65;203360.63
A1096;America Del Sur;Colombia;Bebida Bolt;Naranja;Alta;5/11/2022;731539952;6/11/2022;6004;47.45;31.79;284889.8;190867.16
A1097;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Baja;25/03/2021;813131034;28/03/2021;5682;47.45;31.79;269610.9;180630.78
A1098;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Baja;8/07/2021;814142549;11/08/2021;4391;47.45;31.79;208352.95;139589.89
A1099;Centroamerica y Caribe;Saint Kitts and Nevis ;Bebida Bolt;Nuevo Mango;Alta;2/08/2022;829201543;12/08/2022;3797;47.45;31.79;180167.65;120706.63
A110;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;12/11/2020;289702451;25/11/2020;5117;47.45;31.79;242801.65;162669.43
A1100;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;2/08/2023;830754220;4/08/2023;4308;47.45;31.79;204414.6;136951.32
A1101;Europa;Austria;Bebida Bolt;Fresa;Critica;29/03/2021;838085019;17/04/2021;4391;47.45;31.79;208352.95;139589.89
A1102;Centroamerica y Caribe;Guatemala;Bebida Bolt;Uva;Critica;20/11/2022;852058255;25/11/2022;4068;47.45;31.79;193026.6;129321.72
A1103;Europa;Hungary;Bebida Bolt;Naranja;Baja;21/07/2023;868652760;4/09/2023;3992;47.45;31.79;189420.4;126905.68
A1104;Asia;Thailand;Bebida Bolt;Nuevo Mango;Baja;20/10/2022;879757964;24/11/2022;4118;47.45;31.79;195399.1;130911.22
A1105;Europa;Romania;Bebida Bolt;Fresa;Baja;26/09/2022;890339171;6/11/2022;4649;47.45;31.79;220595.05;147791.71
A1106;Europa;Poland;Bebida Bolt;Fresa;Critica;22/01/2023;892692220;5/02/2023;5383;47.45;31.79;255423.35;171125.57
A1107;Centroamerica y Caribe;Haiti;Bebida Bolt;Naranja;Baja;20/02/2022;897720181;27/02/2022;5360;47.45;31.79;254332;170394.4
A1108;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;4/02/2023;914382064;3/03/2023;4156;47.45;31.79;197202.2;132119.24
A1109;Asia;Uzbekistan;Bebida Bolt;Fresa;Critica;23/07/2023;917417895;25/07/2023;3118;47.45;31.79;147949.1;99121.22
A111;Europa;Switzerland;Bebida Bolt;Naranja;Alta;16/11/2020;305997836;17/12/2020;7148;47.45;31.79;339172.6;227234.92
A1110;Centroamerica y Caribe;Belize;Bebida Bolt;Uva;Media;28/12/2022;927084577;11/01/2023;3043;47.45;31.79;144390.35;96736.97
A1111;America Del Sur;Argentina;Bebida Bolt;Fresa;Baja;28/03/2021;938801753;8/04/2021;3137;47.45;31.79;148850.65;99725.23
A1112;Asia;Nepal;Bebida Bolt;Uva;Baja;5/11/2022;939389693;12/11/2022;3691;47.45;31.79;175137.95;117336.89
A1113;America Del Norte;Canadá;Bebida Bolt;Naranja;Media;16/02/2021;939460504;18/02/2021;4071;47.45;31.79;193168.95;129417.09
A1114;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;31/10/2021;940079343;12/12/2021;4018;47.45;31.79;190654.1;127732.22
A1115;America Del Sur;Argentina;Bebida Bolt;Fresa;Alta;29/07/2022;941685664;17/09/2022;3659;47.45;31.79;173619.55;116319.61
A1116;America Del Sur;Argentina;Bebida Bolt;Naranja;Critica;26/04/2021;945736443;17/05/2021;3523;47.45;31.79;167166.35;111996.17
A1117;Asia;Philippines;Bebida Bolt;Nuevo Mango;Critica;23/05/2023;961049926;6/06/2023;3789;47.45;31.79;179788.05;120452.31
A1118;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;16/05/2023;967345178;26/06/2023;3797;47.45;31.79;180167.65;120706.63
A1119;America Del Norte;Canada;Bebida Bolt;Nuevo Mango;Media;7/10/2021;967977750;19/11/2021;4776;47.45;31.79;226621.2;151829.04
A112;Australia y Oceania;Tuvalu;Bebida Bolt;Nuevo Mango;Baja;17/02/2022;310959708;21/03/2022;2698;47.45;31.79;128020.1;85769.42
A1120;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Critica;23/02/2022;115831792;16/03/2022;5083;47.45;31.79;241188.35;161588.57
A1121;Asia;South Korea;Bebida Bolt;Fresa;Alta;25/05/2021;116113746;8/06/2021;4741;47.45;31.79;224960.45;150716.39
A1122;Europa;Sweden;Bebida Bolt;Uva;Baja;14/04/2023;121176040;29/04/2023;4860;47.45;31.79;230607;154499.4
A1123;America Del Norte;Canadá;Bebida Bolt;Naranja;Media;21/09/2022;121239984;20/10/2022;5353;47.45;31.79;253999.85;170171.87
A1124;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Alta;17/04/2021;128816258;18/04/2021;5572;47.45;31.79;264391.4;177133.88
A1125;America Del Sur;Bolivia;Bebida Bolt;Fresa;Baja;15/03/2021;136167657;28/03/2021;6721;47.45;31.79;318911.45;213660.59
A1126;Europa;Macedonia;Bebida Bolt;Uva;Baja;9/01/2022;144708669;9/02/2022;7557;47.45;31.79;358579.65;240237.03
A1127;America Del Sur;Argentina;Bebida Bolt;Naranja;Critica;10/10/2021;146849286;30/10/2021;8001;47.45;31.79;379647.45;254351.79
A1128;Europa;Poland;Bebida Bolt;Nuevo Mango;Media;22/08/2022;150160205;29/08/2022;7977;47.45;31.79;378508.65;253588.83
A1129;Centroamerica y Caribe;Guatemala;Bebida Bolt;Fresa;Alta;30/07/2021;152694785;23/08/2021;7133;47.45;31.79;338460.85;226758.07
A113;Centroamerica y Caribe;Panama;Bebida Bolt;Fresa;Baja;31/12/2022;314270627;19/01/2023;8554;47.45;31.79;405887.3;271931.66
A1130;Asia;Indonesia;Bebida Bolt;Naranja;Baja;18/06/2022;152819240;23/07/2022;6288;47.45;31.79;298365.6;199895.52
A1131;Asia;Taiwan;Bebida Bolt;Nuevo Mango;Media;25/01/2023;156183803;4/03/2023;5647;47.45;31.79;267950.15;179518.13
A1132;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Alta;20/04/2021;160264194;4/05/2021;4814;47.45;31.79;228424.3;153037.06
A1133;Europa;Norway;Bebida Bolt;Nuevo Mango;Baja;11/05/2023;162745130;26/05/2023;4669;47.45;31.79;221544.05;148427.51
A1134;Europa;Germany;Bebida Bolt;Nuevo Mango;Media;10/01/2022;187923991;21/02/2022;4616;47.45;31.79;219029.2;146742.64
A1135;Centroamerica y Caribe;The Bahamas;Bebida Bolt;Fresa;Baja;16/03/2022;193923556;27/03/2022;4677;47.45;31.79;221923.65;148681.83
A1136;America Del Sur;Colombia;Bebida Bolt;Uva;Media;19/03/2023;200081908;19/03/2023;5434;47.45;31.79;257843.3;172746.86
A1137;Asia;India;Bebida Bolt;Naranja;Alta;5/01/2022;203154218;18/01/2022;5790;47.45;31.79;274735.5;184064.1
A1138;Europa;Germany;Bebida Bolt;Nuevo Mango;Alta;11/10/2022;207990348;27/10/2022;7628;47.45;31.79;361948.6;242494.12
A1139;Europa;Greece;Bebida Bolt;Fresa;Media;23/08/2022;211913239;3/09/2022;7811;47.45;31.79;370631.95;248311.69
A114;America Del Norte;Greenland;Bebida Bolt;Uva;Critica;11/01/2022;335351932;20/02/2022;7609;47.45;31.79;361047.05;241890.11
A1140;Europa;Georgia;Bebida Bolt;Uva;Alta;3/05/2022;246557939;21/06/2022;8082;47.45;31.79;383490.9;256926.78
A1141;America Del Sur;Argentina;Bebida Bolt;Naranja;Alta;9/11/2022;271128261;12/12/2022;7770;47.45;31.79;368686.5;247008.3
A1142;Australia y Oceania;Papua New Guinea;Bebida Bolt;Nuevo Mango;Alta;12/03/2021;289702451;25/03/2021;7300;47.45;31.79;346385;232067
A1143;Europa;Cyprus;Bebida Bolt;Fresa;Critica;16/03/2021;305997836;16/04/2021;6976;47.45;31.79;331011.2;221767.04
A1144;Asia;Taiwan;Bebida Bolt;Naranja;Critica;17/06/2022;310959708;19/07/2022;6789;47.45;31.79;322138.05;215822.31
A1145;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;30/04/2023;314270627;19/05/2023;6450;47.45;31.79;306052.5;205045.5
A1146;America Del Sur;Colombia;Bebida Bolt;Fresa;Alta;11/05/2022;335351932;20/06/2022;5348;47.45;31.79;253762.6;170012.92
A1147;Europa;Cyprus;Bebida Bolt;Uva;Media;8/04/2023;336541545;25/05/2023;5348;47.45;31.79;253762.6;170012.92
A1148;Europa;Italy;Bebida Bolt;Naranja;Baja;6/01/2023;345530164;14/01/2023;5483;47.45;31.79;260168.35;174304.57
A1149;Australia y Oceania;Fiji;Bebida Bolt;Nuevo Mango;Baja;3/04/2022;345889794;1/05/2022;5957;47.45;31.79;282659.65;189373.03
A115;Centroamerica y Caribe;Jamaica;Bebida Bolt;Fresa;Alta;9/12/2022;336541545;25/01/2023;8227;47.45;31.79;390371.15;261536.33
A1150;Europa;San Marino;Bebida Bolt;Fresa;Media;23/03/2023;351650750;15/04/2023;6033;47.45;31.79;286265.85;191789.07
A1151;America Del Sur;Bolivia;Bebida Bolt;Naranja;Alta;31/05/2022;372393023;19/06/2022;7501;47.45;31.79;355922.45;238456.79
A1151;America Del Sur;Colombia;Bebida Bolt;Uva;Alta;31/05/2022;372393023;19/06/2022;6058;47.45;31.79;287452.1;192583.82
A1152;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;14/10/2022;395414102;11/11/2022;7678;47.45;31.79;364321.1;244083.62
A1153;Asia;Brunei;Bebida Bolt;Nuevo Mango;Baja;29/11/2022;401447999;4/12/2022;7111;47.45;31.79;337416.95;226058.69
A1154;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Baja;11/01/2021;422283828;31/01/2021;4843;47.45;31.79;229800.35;153958.97
A1155;Europa;Switzerland;Bebida Bolt;Nuevo Mango;Alta;26/06/2022;422620713;12/07/2022;4277;47.45;31.79;202943.65;135965.83
A1156;Australia y Oceania;Tuvalu;Bebida Bolt;Nuevo Mango;Baja;17/11/2020;435887134;26/12/2020;3561;47.45;31.79;168969.45;113204.19
A1157;Europa;Spain;Bebida Bolt;Fresa;Baja;22/09/2022;469912993;29/10/2022;3538;47.45;31.79;167878.1;112473.02
A1158;America Del Norte;Greenland;Bebida Bolt;Uva;Crítica;29/10/2021;477304303;30/10/2021;3765;47.45;31.79;178649.25;119689.35
A1159;Europa;Spain;Bebida Bolt;Fresa;Alta;22/05/2021;494225394;1/07/2021;3763;47.45;31.79;178554.35;119625.77
A116;Europa;Belarus;Bebida Bolt;Uva;Alta;8/09/2022;345530164;16/09/2022;8910;47.45;31.79;422779.5;283248.9
A1160;Europa;Belarus;Bebida Bolt;Naranja;Alta;15/01/2023;506900441;15/01/2023;3614;47.45;31.79;171484.3;114889.06
A1161;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;28/10/2022;516876542;28/11/2022;3734;47.45;31.79;177178.3;118703.86
A1162;Europa;Switzerland;Bebida Bolt;Nuevo Mango;Baja;10/02/2022;521885192;26/02/2022;3885;47.45;31.79;184343.25;123504.15
A1163;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;18/06/2022;526523911;23/07/2022;3663;47.45;31.79;173809.35;116446.77
A1164;Europa;Italy;Bebida Bolt;Nuevo Mango;Alta;4/09/2021;536287581;4/10/2021;3328;47.45;31.79;157913.6;105797.12
A1165;Europa;Finland;Bebida Bolt;Fresa;Crítica;20/12/2020;540352094;4/01/2021;2931;47.45;31.79;139075.95;93176.49
A1166;America Del Norte;Mexico;Bebida Bolt;Uva;Media;23/09/2022;540324628;1/11/2022;2860;47.45;31.79;135707;90919.4
A1167;Asia;Japan;Bebida Bolt;Fresa;Media;21/09/2021;562583100;31/10/2021;3254;47.45;31.79;154402.3;103444.66
A1168;America Del Sur;Argentina;Bebida Bolt;Uva;Baja;4/10/2022;565477311;29/10/2022;4381;47.45;31.79;207878.45;139271.99
A1169;America Del Sur;Colombia;Bebida Bolt;Naranja;Baja;25/02/2021;572249782;25/02/2021;5570;47.45;31.79;264296.5;177070.3
A117;America Del Sur;Bolivia;Bebida Bolt;Naranja;Media;4/12/2021;345889794;1/01/2022;7193;47.45;31.79;341307.85;228665.47
A1170;Europa;Romania;Bebida Bolt;Nuevo Mango;Alta;22/01/2021;574051368;5/02/2021;6258;47.45;31.79;296942.1;198941.82
A1171;America Del Sur;Paraguay;Bebida Bolt;Fresa;Media;1/09/2021;579580581;18/09/2021;6429;47.45;31.79;305056.05;204377.91
A1172;Europa;Spain;Bebida Bolt;Naranja;Baja;16/12/2021;583977258;30/01/2022;6808;47.45;31.79;323039.6;216426.32
A1173;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Alta;28/05/2022;623535764;8/06/2022;6802;47.45;31.79;322754.9;216235.58
A1174;Europa;Spain;Bebida Bolt;Fresa;Baja;30/07/2023;632386195;18/09/2023;6521;47.45;31.79;309421.45;207302.59
A1175;America Del Sur;Paraguay;Bebida Bolt;Naranja;Crítica;5/11/2022;632866847;19/11/2022;6463;47.45;31.79;306669.35;205458.77
A1176;Europa;Austria;Bebida Bolt;Nuevo Mango;Media;4/05/2021;643387544;27/05/2021;5971;47.45;31.79;283323.95;189818.09
A1177;America Del Sur;Argentina;Bebida Bolt;Fresa;Alta;2/05/2022;670916020;9/05/2022;4573;47.45;31.79;216988.85;145375.67
A1178;Europa;Liechtenstein;Bebida Bolt;Uva;Media;12/08/2023;679107701;14/08/2023;4979;47.45;31.79;236253.55;158282.41
A1179;Europa;Spain;Bebida Bolt;Fresa;Alta;29/01/2022;695057189;12/02/2022;5757;47.45;31.79;273169.65;183015.03
A118;Europa;Switzerland;Bebida Bolt;Nuevo Mango;Baja;23/11/2022;351650750;16/12/2022;2382;47.45;31.79;113025.9;75723.78
A1180;America Del Norte;Canadá;Bebida Bolt;Uva;Media;29/07/2022;707739102;4/08/2022;5853;47.45;31.79;277724.85;186066.87
A1181;Asia;China;Bebida Bolt;Naranja;Baja;27/02/2021;727281463;17/04/2021;6113;47.45;31.79;290061.85;194332.27
A1182;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Crítica;15/11/2022;731539952;16/11/2022;6132;47.45;31.79;290963.4;194936.28
A1183;America Del Sur;Colombia;Bebida Bolt;Fresa;Alta;4/04/2021;813131034;7/04/2021;6059;47.45;31.79;287499.55;192615.61
A1184;America Del Sur;Colombia;Bebida Bolt;Naranja;Baja;18/07/2021;814142549;21/08/2021;5154;47.45;31.79;244557.3;163845.66
A1185;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Baja;12/08/2022;829201543;22/08/2022;4704;47.45;31.79;223204.8;149540.16
A1186;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;12/08/2023;830754220;14/08/2023;4523;47.45;31.79;214616.35;143786.17
A1187;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;8/04/2021;838085019;27/04/2021;4419;47.45;31.79;209681.55;140480.01
A1188;Europa;Austria;Bebida Bolt;Nuevo Mango;Crítica;30/11/2022;852058255;5/12/2022;5292;47.45;31.79;251105.4;168232.68
A1189;Europa;Spain;Bebida Bolt;Fresa;Crítica;31/07/2023;868652760;14/09/2023;5212;47.45;31.79;247309.4;165689.48
A119;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;31/01/2022;372393023;19/02/2022;3703;47.45;31.79;175707.35;117718.37
A1190;Europa;Hungary;Bebida Bolt;Uva;Baja;30/10/2022;879757964;4/12/2022;5147;47.45;31.79;244225.15;163623.13
A1191;Asia;Thailand;Bebida Bolt;Naranja;Baja;6/10/2022;890339171;16/11/2022;5066;47.45;31.79;240381.7;161048.14
A1192;Europa;Romania;Bebida Bolt;Nuevo Mango;Baja;1/02/2023;892692220;15/02/2023;5188;47.45;31.79;246170.6;164926.52
A1193;Europa;Poland;Bebida Bolt;Fresa;Crítica;2/03/2022;897720181;9/03/2022;5133;47.45;31.79;243560.85;163178.07
A1194;Europa;Spain;Bebida Bolt;Naranja;Baja;14/02/2023;914382064;13/03/2023;4500;47.45;31.79;213525;143055
A1195;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;2/08/2023;917417895;4/08/2023;2936;47.45;31.79;139313.2;93335.44
A1196;Asia;Uzbekistan;Bebida Bolt;Fresa;Crítica;7/01/2023;927084577;21/01/2023;2913;47.45;31.79;138221.85;92604.27
A1197;Europa;Spain;Bebida Bolt;Naranja;Media;7/04/2021;938801753;18/04/2021;3209;47.45;31.79;152267.05;102014.11
A1198;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;15/11/2022;939389693;22/11/2022;4631;47.45;31.79;219740.95;147219.49
A1199;Asia;Nepal;Bebida Bolt;Fresa;Baja;26/02/2021;939460504;28/02/2021;4658;47.45;31.79;221022.1;148077.82
A120;Europa;Italy;Bebida Bolt;Naranja;Alta;16/06/2022;395414102;14/07/2022;7552;47.45;31.79;358342.4;240078.08
A1200;America Del Norte;Canadá;Bebida Bolt;Uva;Media;10/11/2021;940079343;22/12/2021;4501;47.45;31.79;213572.45;143086.79
A1201;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;8/08/2022;941685664;27/09/2022;4491;47.45;31.79;213097.95;142768.89
A1202;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;6/05/2021;945736443;27/05/2021;4575;47.45;31.79;217083.75;145439.25
A1203;America Del Sur;Argentina;Bebida Bolt;Naranja;Crítica;2/06/2023;961049926;16/06/2023;4623;47.45;31.79;219361.35;146965.17
A1204;Asia;Philippines;Bebida Bolt;Nuevo Mango;Crítica;26/05/2023;967345178;6/07/2023;4923;47.45;31.79;233596.35;156502.17
A1205;Europa;Portugal;Bebida Bolt;Fresa;Media;17/10/2021;967977750;29/11/2021;6271;47.45;31.79;297558.95;199355.09
A1206;America Del Norte;Canada;Bebida Bolt;Naranja;Media;5/03/2022;115831792;26/03/2022;7211;47.45;31.79;342161.95;229237.69
A1207;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Crítica;4/06/2021;116113746;18/06/2021;7296;47.45;31.79;346195.2;231939.84
A1208;Asia;South Korea;Bebida Bolt;Nuevo Mango;Alta;24/04/2023;121176040;9/05/2023;6525;47.45;31.79;309611.25;207429.75
A1209;Europa;Sweden;Bebida Bolt;Nuevo Mango;Baja;1/10/2022;121239984;30/10/2022;6206;47.45;31.79;294474.7;197288.74
A121;Europa;Finland;Bebida Bolt;Nuevo Mango;Critica;1/08/2022;401447999;6/08/2022;2314;47.45;31.79;109799.3;73562.06
A1210;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Media;27/04/2021;128816258;28/04/2021;5990;47.45;31.79;284225.5;190422.1
A1211;America Del Norte;Canadá;Bebida Bolt;Fresa;Alta;25/03/2021;136167657;7/04/2021;6148;47.45;31.79;291722.6;195444.92
A1212;America Del Sur;Paraguay;Bebida Bolt;Uva;Baja;19/01/2022;144708669;19/02/2022;6424;47.45;31.79;304818.8;204218.96
A1213;Europa;Macedonia;Bebida Bolt;Naranja;Baja;20/10/2021;146849286;9/11/2021;6522;47.45;31.79;309468.9;207334.38
A1214;America Del Sur;Chile;Bebida Bolt;Nuevo Mango;Crítica;1/09/2022;150160205;8/09/2022;6835;47.45;31.79;324320.75;217284.65
A1215;Europa;Poland;Bebida Bolt;Fresa;Media;9/08/2021;152694785;2/09/2021;7174;47.45;31.79;340406.3;228061.46
A1216;Europa;Spain;Bebida Bolt;Naranja;Alta;28/06/2022;152819240;2/08/2022;6928;47.45;31.79;328733.6;220241.12
A1217;Asia;Indonesia;Bebida Bolt;Nuevo Mango;Baja;4/02/2023;156183803;14/03/2023;6845;47.45;31.79;324795.25;217602.55
A1218;Asia;Taiwan;Bebida Bolt;Fresa;Media;30/04/2021;160264194;14/05/2021;6131;47.45;31.79;290915.95;194904.49
A1219;America Del Norte;Canadá;Bebida Bolt;Uva;Alta;21/05/2023;162745130;5/06/2023;5158;47.45;31.79;244747.1;163972.82
A122;America Del Norte;Mexico;Bebida Bolt;Nuevo Mango;Media;13/09/2020;422283828;3/10/2020;5934;47.45;31.79;281568.3;188641.86
A1220;Europa;Norway;Bebida Bolt;Naranja;Baja;20/01/2022;187923991;3/03/2022;4581;47.45;31.79;217368.45;145629.99
A1221;Europa;Germany;Bebida Bolt;Fresa;Media;26/03/2022;193923556;6/04/2022;4484;47.45;31.79;212765.8;142546.36
A1222;Europa;Spain;Bebida Bolt;Naranja;Baja;29/03/2023;200081908;29/03/2023;4163;47.45;31.79;197534.35;132341.77
A1223;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;15/01/2022;203154218;28/01/2022;3867;47.45;31.79;183489.15;122931.93
A1224;Asia;India;Bebida Bolt;Fresa;Alta;21/10/2022;207990348;6/11/2022;4966;47.45;31.79;235636.7;157869.14
A1225;Europa;Germany;Bebida Bolt;Naranja;Alta;2/09/2022;211913239;13/09/2022;5618;47.45;31.79;266574.1;178596.22
A1226;Europa;Greece;Bebida Bolt;Nuevo Mango;Media;13/05/2022;246557939;1/07/2022;6807;47.45;31.79;322992.15;216394.53
A1227;Europa;Georgia;Bebida Bolt;Fresa;Alta;19/11/2022;271128261;22/12/2022;7236;47.45;31.79;343348.2;230032.44
A1228;America Del Sur;Bolivia;Bebida Bolt;Uva;Alta;22/03/2021;289702451;4/04/2021;7112;47.45;31.79;337464.4;226090.48
A1229;Australia y Oceania;Papua New Guinea;Bebida Bolt;Fresa;Alta;26/03/2021;305997836;26/04/2021;7084;47.45;31.79;336135.8;225200.36
A123;Asia;Japan;Bebida Bolt;Nuevo Mango;Media;26/02/2022;422620713;14/03/2022;1754;47.45;31.79;83227.3;55759.66
A1230;Europa;Cyprus;Bebida Bolt;Uva;Crítica;27/06/2022;310959708;29/07/2022;7392;47.45;31.79;350750.4;234991.68
A1231;Asia;Taiwan;Bebida Bolt;Naranja;Crítica;10/05/2023;314270627;29/05/2023;7324;47.45;31.79;347523.8;232829.96
A1232;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;21/05/2022;335351932;30/06/2022;7230;47.45;31.79;343063.5;229841.7
A1233;America Del Sur;Bolivia;Bebida Bolt;Fresa;Alta;18/04/2023;336541545;4/06/2023;6979;47.45;31.79;331153.55;221862.41
A1234;Europa;Cyprus;Bebida Bolt;Naranja;Media;16/01/2023;345530164;24/01/2023;5270;47.45;31.79;250061.5;167533.3
A1235;Europa;Italy;Bebida Bolt;Nuevo Mango;Baja;13/04/2022;345889794;11/05/2022;4628;47.45;31.79;219598.6;147124.12
A1236;Australia y Oceania;Fiji;Bebida Bolt;Nuevo Mango;Baja;2/04/2023;351650750;25/04/2023;4923;47.45;31.79;233596.35;156502.17
A1237;Europa;San Marino;Bebida Bolt;Nuevo Mango;Media;10/06/2022;372393023;29/06/2022;5961;47.45;31.79;282849.45;189500.19
A1238;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Alta;24/10/2022;395414102;21/11/2022;6233;47.45;31.79;295755.85;198147.07
A1239;America Del Sur;Bolivia;Bebida Bolt;Fresa;Media;9/12/2022;401447999;14/12/2022;7156;47.45;31.79;339552.2;227489.24
A124;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;20/07/2020;435887134;28/08/2020;4298;47.45;31.79;203940.1;136633.42
A1240;Asia;Brunei;Bebida Bolt;Uva;Baja;21/01/2021;422283828;10/02/2021;6105;47.45;31.79;289682.25;194077.95
A1241;America Del Sur;Argentina;Bebida Bolt;Naranja;Baja;6/07/2022;422620713;22/07/2022;4584;47.45;31.79;217510.8;145725.36
A1242;Europa;Switzerland;Bebida Bolt;Nuevo Mango;Alta;27/11/2020;435887134;5/01/2021;3943;47.45;31.79;187095.35;125347.97
A1243;Australia y Oceania;Tuvalu;Bebida Bolt;Fresa;Baja;2/10/2022;469912993;8/11/2022;3555;47.45;31.79;168684.75;113013.45
A1244;Europa;Spain;Bebida Bolt;Naranja;Baja;8/11/2021;477304303;9/11/2021;3559;47.45;31.79;168874.55;113140.61
A1245;America Del Norte;Greenland;Bebida Bolt;Nuevo Mango;Crítica;1/06/2021;494225394;11/07/2021;3765;47.45;31.79;178649.25;119689.35
A1246;Europa;Spain;Bebida Bolt;Fresa;Alta;25/01/2023;506900441;25/01/2023;3709;47.45;31.79;175992.05;117909.11
A1247;Europa;Belarus;Bebida Bolt;Uva;Alta;7/11/2022;516876542;8/12/2022;3708;47.45;31.79;175944.6;117877.32
A1248;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;20/02/2022;521885192;8/03/2022;3776;47.45;31.79;179171.2;120039.04
A1249;Europa;Switzerland;Bebida Bolt;Fresa;Baja;28/06/2022;526523911;2/08/2022;3782;47.45;31.79;179455.9;120229.78
A125;America Del Sur;Bolivia;Bebida Bolt;Fresa;Baja;25/05/2022;469912993;1/07/2022;7306;47.45;31.79;346669.7;232257.74
A1250;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;14/09/2021;536287581;14/10/2021;3464;47.45;31.79;164366.8;110120.56
A1251;Europa;Italy;Bebida Bolt;Nuevo Mango;Alta;30/12/2020;540352094;14/01/2021;3118;47.45;31.79;147949.1;99121.22
A1252;Europa;Finland;Bebida Bolt;Fresa;Crítica;3/10/2022;540324628;11/11/2022;2896;47.45;31.79;137415.2;92063.84
A1253;America Del Norte;Mexico;Bebida Bolt;Uva;Media;1/10/2021;562583100;10/11/2021;3122;47.45;31.79;148138.9;99248.38
A1254;Asia;Japan;Bebida Bolt;Fresa;Media;14/10/2022;565477311;8/11/2022;3975;47.45;31.79;188613.75;126365.25
